#Summary : 
#Best fitness Pop 1;0.935665
#Best fitness Pop 2;0.935665
#Std deviation Pop 1;0.0724176
#Std deviation Pop 2;0.185298
#Sensitivity;0.896661
#Specificity;0.943576
#Accuracy;0.927007
#PPV;0.896661
#RMSE;0.253676
#RRSE;0.795789
#RAE;0.348908
#MSE;0.0643514
#ADM;0.880843
#MDM;0.00790024
#Size;1
#OverLearn;0.5

#Parameters : 
#Generations;200
#Population size;120
#Number of rules;1
#Number of var per rule;5
#Number of output variables;1
#Number of input sets;2
#Number of output sets;2
#Input sets pos. code size;7
#Output sets pos. code size;1
#Input vars bit code size;8
#Output vars bit code size;1
#Input sets bit code size;2
#Output sets bit code size;1
#Elite size;5
#Crossover probability;0.9
#Individual mutation prob.;0.2
#Bit mutation prob.;0.01
#Fixed vars;0
#Sensitivity weight;0.94
#Specificity weight;0.98
#Accuracy weight;0
#PPV weight;0
#RMSE weight;0.1
#RRSE weight;0
#RAE weight;0
#MSE weight;0
#ADM weight;0
#MDM weight;0
#Size weight;0.6
#OverLearn weight;0

#Fuzzy system : 
 IF 1566363_at is MF 1 THEN  is MF 1
 ELSE :  is 0  

Membership functions : 
1566363_at (6.79236 , 12.6999) ;  (0 , 1)


#Population Variables
Gen; FitMax; FitAvg; Sensitivity; Specificity; Accuracy; PPV; RMSE
152; 0.935665; 0.817832; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
153; 0.935665; 0.845126; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
154; 0.935665; 0.835118; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
155; 0.935665; 0.841314; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
156; 0.935665; 0.841001; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
157; 0.935665; 0.863605; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
158; 0.935665; 0.862512; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
159; 0.935665; 0.852445; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
160; 0.935665; 0.830762; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
161; 0.935665; 0.843443; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
162; 0.935665; 0.852125; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
163; 0.935665; 0.844743; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
164; 0.935665; 0.825572; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
165; 0.935665; 0.83805; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
166; 0.935665; 0.844881; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
167; 0.935665; 0.810364; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
168; 0.935665; 0.803076; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
169; 0.935665; 0.827234; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
170; 0.935665; 0.812956; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
171; 0.935665; 0.81562; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
172; 0.935665; 0.826826; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
173; 0.935665; 0.806565; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
174; 0.935665; 0.775438; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
175; 0.935665; 0.791861; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
176; 0.935665; 0.800183; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
177; 0.935665; 0.816348; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
178; 0.935665; 0.832282; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
179; 0.935665; 0.825197; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
180; 0.935665; 0.851074; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
181; 0.935665; 0.851057; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
182; 0.935665; 0.856979; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
183; 0.935665; 0.86238; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
184; 0.935665; 0.875348; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
185; 0.935665; 0.881238; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
186; 0.935665; 0.886306; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
187; 0.935665; 0.891287; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
188; 0.935665; 0.885188; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
189; 0.935665; 0.871969; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
190; 0.935665; 0.873534; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
191; 0.935665; 0.865377; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
192; 0.935665; 0.87514; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
193; 0.935665; 0.877692; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
194; 0.935665; 0.892024; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
195; 0.935665; 0.881703; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
196; 0.935665; 0.875536; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
197; 0.935665; 0.882059; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
198; 0.935665; 0.89037; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
199; 0.935665; 0.884481; 0.896661; 0.943576; 0.927007; 0.896661;0.253676
200; 0.935665; 0.896532; 0.896661; 0.943576; 0.927007; 0.896661;0.253676


#Population Rules
Gen; FitMax; FitAvg; Sensitivity; Specificity; Accuracy; PPV; RMSE
1; 0.628335; 0.517998; 0.82194; 0.804688; 0.81078; 0.696765;0.386261
2; 0.888406; 0.526668; 0.791733; 0.922743; 0.876474; 0.848382;0.338151
3; 0.628335; 0.517362; 0.801272; 0.916667; 0.875912; 0.84;0.322794
4; 0.628335; 0.515453; 0.801272; 0.916667; 0.875912; 0.84;0.322794
5; 0.628335; 0.504989; 0.801272; 0.916667; 0.875912; 0.84;0.322794
6; 0.825486; 0.505091; 0.801272; 0.916667; 0.875912; 0.84;0.322794
7; 0.840491; 0.510571; 0.801272; 0.916667; 0.875912; 0.84;0.322794
8; 0.882922; 0.515847; 0.801272; 0.916667; 0.875912; 0.84;0.322794
9; 0.882922; 0.518684; 0.801272; 0.916667; 0.875912; 0.84;0.322794
10; 0.882922; 0.508073; 0.801272; 0.916667; 0.875912; 0.84;0.322794
11; 0.882922; 0.512292; 0.801272; 0.916667; 0.875912; 0.84;0.322794
12; 0.882922; 0.511946; 0.801272; 0.916667; 0.875912; 0.84;0.322794
13; 0.882922; 0.508091; 0.801272; 0.916667; 0.875912; 0.84;0.322794
14; 0.883095; 0.515231; 0.801272; 0.916667; 0.875912; 0.84;0.322794
15; 0.883095; 0.516099; 0.801272; 0.916667; 0.875912; 0.84;0.322794
16; 0.883095; 0.537228; 0.801272; 0.916667; 0.875912; 0.84;0.322794
17; 0.883095; 0.532868; 0.801272; 0.916667; 0.875912; 0.84;0.322794
18; 0.883095; 0.544964; 0.801272; 0.916667; 0.875912; 0.84;0.322794
19; 0.883491; 0.541506; 0.801272; 0.916667; 0.875912; 0.84;0.322794
20; 0.883491; 0.55126; 0.801272; 0.916667; 0.875912; 0.84;0.322794
21; 0.883491; 0.551784; 0.801272; 0.916667; 0.875912; 0.84;0.322794
22; 0.883491; 0.560711; 0.801272; 0.916667; 0.875912; 0.84;0.322794
23; 0.883491; 0.571525; 0.801272; 0.916667; 0.875912; 0.84;0.322794
24; 0.883491; 0.583673; 0.801272; 0.916667; 0.875912; 0.84;0.322794
25; 0.883491; 0.563211; 0.801272; 0.916667; 0.875912; 0.84;0.322794
26; 0.883949; 0.567822; 0.801272; 0.916667; 0.875912; 0.84;0.322794
27; 0.883949; 0.581832; 0.801272; 0.916667; 0.875912; 0.84;0.322794
28; 0.883949; 0.577271; 0.801272; 0.916667; 0.875912; 0.84;0.322794
29; 0.90515; 0.571432; 0.936407; 0.833333; 0.869736; 0.754161;0.357515
30; 0.90515; 0.581724; 0.91256; 0.900174; 0.904548; 0.833091;0.301463
31; 0.924091; 0.605498; 0.91256; 0.900174; 0.904548; 0.833091;0.301463
32; 0.924091; 0.592376; 0.91256; 0.900174; 0.904548; 0.833091;0.301463
33; 0.924091; 0.587281; 0.91256; 0.900174; 0.904548; 0.833091;0.301463
34; 0.924091; 0.558249; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
35; 0.924091; 0.565513; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
36; 0.933383; 0.569129; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
37; 0.933383; 0.564086; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
38; 0.933383; 0.554382; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
39; 0.933383; 0.594748; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
40; 0.934033; 0.634365; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
41; 0.934033; 0.650464; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
42; 0.934033; 0.617239; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
43; 0.934033; 0.621607; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
44; 0.934033; 0.58153; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
45; 0.934033; 0.60394; 0.890302; 0.945312; 0.925884; 0.898876;0.253668
46; 0.934033; 0.620962; 0.896661; 0.942708; 0.926446; 0.895238;0.255829
47; 0.935293; 0.624027; 0.896661; 0.942708; 0.926446; 0.895238;0.255829
48; 0.935293; 0.594335; 0.896661; 0.942708; 0.926446; 0.895238;0.255829
