#Summary : 
#Best fitness Pop 1;0.884991
#Best fitness Pop 2;0.884991
#Std deviation Pop 1;0.235439
#Std deviation Pop 2;0.181183
#Sensitivity;0.883943
#Specificity;0.950521
#Accuracy;0.927007
#PPV;0.907015
#RMSE;0.252913
#RRSE;0.701916
#RAE;0.26984
#MSE;0.0639649
#ADM;0.888083
#MDM;0.00140706
#Size;1
#OverLearn;0.5

#Parameters : 
#Generations;150
#Population size;200
#Number of rules;3
#Number of var per rule;3
#Number of output variables;1
#Number of input sets;2
#Number of output sets;2
#Input sets pos. code size;7
#Output sets pos. code size;1
#Input vars bit code size;8
#Output vars bit code size;1
#Input sets bit code size;2
#Output sets bit code size;1
#Elite size;5
#Crossover probability;0.9
#Individual mutation prob.;0.2
#Bit mutation prob.;0.025
#Fixed vars;0
#Sensitivity weight;0.8
#Specificity weight;0.2
#Accuracy weight;0
#PPV weight;1
#RMSE weight;1
#RRSE weight;0
#RAE weight;0
#MSE weight;0
#ADM weight;0
#MDM weight;0
#Size weight;0.1
#OverLearn weight;0

#Fuzzy system : 
 IF  THEN  is MF 1
 IF 1566363_at is MF 1 THEN  is MF 1
 IF  THEN  is MF 0
 ELSE :  is 0  

Membership functions : 
1566363_at (7.83017 , 12.2209) ;  (0 , 1)


#Population Variables
Gen; FitMax; FitAvg; Sensitivity; Specificity; Accuracy; PPV; RMSE
85; 0.884977; 0.668022; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
86; 0.884977; 0.676334; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
87; 0.884977; 0.681239; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
88; 0.884977; 0.666004; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
89; 0.884977; 0.664772; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
90; 0.884977; 0.673534; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
91; 0.884977; 0.629269; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
92; 0.884977; 0.653206; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
93; 0.884977; 0.647879; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
94; 0.884977; 0.680592; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
95; 0.884977; 0.709092; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
96; 0.884977; 0.732791; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
97; 0.884977; 0.714991; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
98; 0.884977; 0.709224; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
99; 0.884977; 0.737993; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
100; 0.884977; 0.736958; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
101; 0.884977; 0.772752; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
102; 0.884977; 0.763107; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
103; 0.884977; 0.740046; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
104; 0.884977; 0.750577; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
105; 0.884977; 0.771091; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
106; 0.884977; 0.753179; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
107; 0.884977; 0.742033; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
108; 0.884977; 0.757824; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
109; 0.884977; 0.746346; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
110; 0.884977; 0.735739; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
111; 0.884977; 0.750705; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
112; 0.884977; 0.720909; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
113; 0.884977; 0.70592; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
114; 0.884977; 0.717073; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
115; 0.884977; 0.703441; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
116; 0.884977; 0.687524; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
117; 0.884977; 0.701151; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
118; 0.884977; 0.707488; 0.883943; 0.950521; 0.927007; 0.907015;0.252992
